UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,4,2020,32,4492242,2276431,2215811,1685515,1606627,325192,334540,33368,30223,167864,177617,7557,6795,56935,60009,1734834,1658896,347605,359980,51474,48829,191259,201558,13570,12773,1791342,1780223,1259504,1226739,301583,310690,18025,17556,163103,172886,5447,5109,43680,47243,1297099,1267813,318109,330143,30050,30520,183123,193447,10219,9894,485089,435588,426011,379888,23609,23850,15343,12667,4761,4731,2110,1686,13255,12766,437735,391083,29496,29837,21424,18309,8136,8111,3351,2879
R,4,2020,33,4413302,2233934,2179368,1665885,1587974,310558,323131,32479,29287,164179,174724,7390,6677,53443,57575,1712378,1638084,331171,347418,49941,47933,186108,197318,12888,12273,1755906,1748319,1245400,1211585,287527,299806,17372,16828,159457,170218,5242,4960,40908,44922,1280810,1250507,302498,318278,29058,29726,178270,189562,9628,9406,478028,431049,420485,376389,23031,23325,15107,12459,4722,4506,2148,1717,12535,12653,431568,387577,28673,29140,20883,18207,7838,7756,3260,2867
R,4,2020,34,4446361,2248075,2198286,1684641,1608981,306164,320718,32232,29416,165368,176708,7548,6828,52122,55635,1729822,1657177,325924,343606,49514,47549,186632,198880,13208,12546,1765137,1764426,1259548,1229741,283217,297334,16652,16764,160661,172134,5393,5202,39666,43251,1293712,1267018,297500,314468,28120,29418,178790,191074,9878,9798,482938,433860,425093,379240,22947,23384,15580,12652,4707,4574,2155,1626,12456,12384,436110,390159,28424,29138,21394,18131,7842,7806,3330,2748
R,4,2020,35,4438035,2234038,2203997,1679518,1616461,299368,317808,31582,29331,165804,179192,7361,6648,50405,54557,1723190,1663786,318131,339503,48706,47527,186428,201267,12818,12236,1752890,1767791,1255402,1234486,276881,294865,16448,16603,161095,174723,5173,4954,37891,42160,1287982,1270901,290153,310798,27713,29182,178631,193635,9479,9417,481148,436206,424116,381975,22487,22943,15134,12728,4709,4469,2188,1694,12514,12397,435208,392885,27978,28705,20993,18345,7797,7632,3339,2819
R,4,2020,36,4311340,2163321,2148019,1629143,1574973,285984,308103,30882,28641,162088,176846,7108,6580,48116,52876,1670768,1620739,303672,328688,47364,46727,181979,198241,12392,12174,1699359,1721665,1219896,1201687,264590,285632,15888,16092,157545,172555,5109,4944,36331,40755,1251115,1236787,277133,300734,26840,28613,174417,190813,9260,9392,463962,426354,409247,373286,21394,22471,14994,12549,4543,4291,1999,1636,11785,12121,419653,383952,26539,27954,20524,18114,7562,7428,3132,2782
R,4,2020,37,4384666,2195759,2188907,1658733,1608829,288808,314107,31535,29209,160936,177103,7197,6721,48550,52938,1700678,1654469,306579,334725,48445,47586,180711,198433,12557,12342,1721527,1750736,1239861,1224918,267233,290905,16260,16387,156375,172642,5154,5033,36644,40851,1271254,1259888,279777,306074,27593,29201,173158,190809,9408,9539,474232,438171,418872,383911,21575,23202,15275,12822,4561,4461,2043,1688,11906,12087,429424,394581,26802,28651,20852,18385,7553,7624,3149,2803
R,4,2020,38,4329524,2163641,2165883,1639095,1594715,283712,310136,30211,28203,156573,175234,7103,6492,46947,51103,1679601,1638698,300806,330177,46929,46225,175497,195486,12301,11920,1699211,1731296,1229186,1213449,262438,287529,15379,15541,152024,170693,5054,4783,35130,39301,1259237,1247096,274382,302223,26509,28031,167947,187941,9144,9110,464430,434587,409909,381266,21274,22607,14832,12662,4549,4541,2049,1709,11817,11802,420364,391602,26424,27954,20420,18194,7550,7545,3157,2810
R,4,2020,39,4317759,2153139,2164620,1635590,1594967,284856,314518,30188,28583,149228,169647,7050,6176,46227,50729,1675416,1638794,301756,334606,46788,46529,167826,189447,12185,11553,1689945,1730768,1225907,1214346,264162,291682,15511,16014,144652,165219,4998,4561,34715,38946,1255554,1247763,276038,306315,26637,28520,160359,182100,9076,8897,463194,433852,409683,380621,20694,22836,14677,12569,4576,4428,2052,1615,11512,11783,419862,391031,25718,28291,20151,18009,7467,7347,3109,2656
R,4,2020,40,4361225,2185835,2175390,1658593,1600220,292647,319783,30476,28239,151667,170908,6968,6423,45484,49817,1697840,1643001,309072,339371,47230,46090,169678,190440,12115,11761,1711762,1737986,1239747,1216074,271134,296941,15349,15647,147118,166433,4828,4780,33586,38111,1268482,1248534,282415,311121,26368,28128,162131,182988,8874,9053,474073,437404,418846,384146,21513,22842,15127,12592,4549,4475,2140,1643,11898,11706,429358,394467,26657,28250,20862,17962,7547,7452,3241,2708
R,4,2020,41,4031652,2006381,2025271,1526368,1490634,264801,296362,27613,26226,140076,160561,6002,5676,41521,45812,1562068,1529985,279802,314065,43021,42990,156504,178546,10584,10482,1580905,1620510,1149650,1135410,245782,275162,14303,14527,135983,156460,4288,4136,30899,34815,1175945,1165095,256168,287841,24569,26146,149834,171703,7900,7988,425476,404761,376718,355224,19019,21200,13310,11699,4093,4101,1714,1540,10622,10997,386123,364890,23634,26224,18452,16844,6670,6843,2684,2494
R,4,2020,42,4037519,2007524,2029995,1534685,1502314,261059,292412,27804,26448,137301,158366,6090,5579,40585,44876,1569475,1540704,275524,309663,42995,43165,153481,175876,10487,10280,1575245,1617652,1151269,1139263,242317,271496,14277,14664,133143,154100,4298,4137,29941,33992,1176622,1168091,252172,283658,24338,26266,146669,168967,7758,7915,432279,412343,383416,363051,18742,20916,13527,11784,4158,4266,1792,1442,10644,10884,392853,372613,23352,26005,18657,16899,6812,6909,2729,2365
R,4,2020,43,3918329,1943190,1975139,1485000,1460996,250669,282795,26940,25534,136349,157882,5694,5447,38538,42485,1518194,1497167,264145,298941,41615,41547,151572,174634,9988,10005,1524013,1570800,1112625,1103984,232663,262541,13984,14318,132231,153786,4056,3964,28454,32207,1136817,1131131,241711,274029,23869,25482,144997,167911,7443,7629,419177,404339,372375,357012,18006,20254,12956,11216,4118,4096,1638,1483,10084,10278,381377,366036,22434,24912,17746,16065,6575,6723,2545,2376
R,4,2020,44,3867066,1917793,1949273,1463774,1442208,247045,278350,26422,25152,138150,157855,5405,5217,36997,40491,1495594,1476716,259813,293418,40599,40609,152937,173908,9476,9490,1505321,1549135,1096770,1088333,229620,258504,13603,13931,134148,153761,3876,3849,27304,30757,1119979,1114285,238143,269135,23145,24812,146594,167360,7088,7271,412472,400138,367004,353875,17425,19846,12819,11221,4002,4094,1529,1368,9693,9734,375615,362431,21670,24283,17454,15797,6343,6548,2388,2219
R,4,2020,45,3968315,1974369,1993946,1513528,1482615,251279,282076,26729,25366,142093,159773,5640,5064,35100,39052,1543386,1515757,263214,296460,40615,40503,156048,175266,9591,9078,1557472,1592169,1140360,1125233,234657,263276,13671,14201,138201,155870,4096,3743,26487,29846,1162651,1150290,242942,273450,23176,24837,150171,169194,7295,6980,416897,401777,373168,357382,16622,18800,13058,11165,3892,3903,1544,1321,8613,9206,380735,365467,20272,23010,17439,15666,5877,6072,2296,2098
R,4,2020,46,3802538,1878726,1923812,1438990,1428157,239404,273346,25255,24575,136613,155526,5071,4898,33393,37310,1467387,1459659,250565,286973,38519,39177,150010,170376,8862,8872,1491776,1540707,1092360,1087132,224014,255406,13188,13844,133129,151838,3754,3650,25331,28837,1113657,1111221,231705,265181,22419,24387,144621,164634,6838,6844,386950,383105,346630,341025,15390,17940,12067,10731,3484,3688,1317,1248,8062,8473,353730,348438,18860,21792,16100,14790,5389,5742,2024,2028
R,4,2020,47,3917725,1931951,1985774,1481031,1476534,249265,284746,25482,24917,137624,157400,5055,4902,33494,37275,1509389,1507994,260044,298139,39110,39923,151121,172066,8804,8815,1546625,1602795,1135235,1135392,234208,267137,13551,14146,134104,153610,3791,3637,25736,28873,1156779,1159462,241738,276825,23231,25070,145809,166250,6826,6840,385326,382979,345796,341142,15057,17609,11931,10771,3520,3790,1264,1265,7758,8402,352610,348532,18306,21314,15879,14853,5312,5816,1978,1975
R,4,2020,48,4088379,2019725,2068654,1565476,1556882,255476,290681,25616,24978,135028,153994,5125,4788,33004,37331,1593371,1588349,266020,303809,39461,40452,148051,168489,8810,8775,1641246,1692698,1225924,1221443,240748,273540,13894,14562,131430,150415,3778,3594,25472,29144,1247199,1245710,248161,282991,23893,25995,142718,163023,6782,6889,378479,375956,339552,335439,14728,17141,11722,10416,3598,3579,1347,1194,7532,8187,346172,342639,17859,20818,15568,14457,5333,5466,2028,1886
R,4,2020,49,4308620,2123876,2184744,1661505,1659104,264724,304560,26119,25804,132503,152223,4890,5012,34135,38041,1690412,1691111,275643,317869,40620,41976,145707,166674,8865,9236,1747589,1811026,1323689,1326230,250033,287318,14553,15224,129022,148582,3624,3746,26668,29926,1346044,1351153,257841,297033,25244,27409,140448,161047,6882,7216,376287,373718,337816,332874,14691,17242,11566,10580,3481,3641,1266,1266,7467,8115,344368,339958,17802,20836,15376,14567,5259,5627,1983,2020
R,4,2020,50,4311443,2138356,2173087,1676756,1658411,265608,298072,26103,25176,131384,150083,5283,5068,33222,36277,1704779,1688736,276000,310487,40565,40946,144076,163909,9238,9191,1758253,1804098,1335609,1328599,250796,281530,14358,15074,127856,146436,3955,3888,25679,28571,1357004,1352244,258076,290573,24928,26998,138796,158344,7210,7303,380103,368989,341147,329812,14812,16542,11745,10102,3528,3647,1328,1180,7543,7706,347775,336492,17924,19914,15637,13948,5280,5565,2028,1888
R,4,2020,51,4033164,1989778,2043386,1565035,1565585,242940,275513,24338,23562,123173,140920,4502,4664,29790,33142,1590222,1593279,251824,286604,37825,38485,134422,153251,8015,8434,1646185,1705733,1256487,1264129,229389,260222,13756,14192,120058,137668,3364,3494,23131,26028,1275835,1285619,235558,268206,23805,25511,129779,148371,6242,6632,343593,337653,308548,301456,13551,15291,10582,9370,3115,3252,1138,1170,6659,7114,314387,307660,16266,18398,14020,12974,4643,4880,1773,1802
R,4,2020,52,3981629,1963520,2018109,1547365,1546596,244516,278381,23796,23635,114647,133038,4555,4575,28641,31884,1571461,1573136,253126,289027,36947,38159,125399,144710,7835,8369,1625097,1685095,1243485,1249005,230977,263112,13416,14500,111665,129951,3390,3481,22164,25046,1261883,1269618,236891,270749,23179,25572,120965,140014,6142,6643,338423,333014,303880,297591,13539,15269,10380,9135,2982,3087,1165,1094,6477,6838,309578,303518,16235,18278,13768,12587,4434,4696,1693,1726
R,4,2020,53,3994487,1961619,2032868,1554016,1569457,243075,279332,23312,23435,108932,125157,4605,4534,27679,30953,1577106,1595132,251353,289800,36329,37901,119134,136201,7992,8119,1638303,1712011,1263141,1282574,230344,264746,13605,14753,106069,122197,3502,3441,21642,24300,1280940,1302490,236067,272259,23495,25803,114869,131693,6355,6444,323316,320857,290875,286883,12731,14586,9707,8682,2863,2960,1103,1093,6037,6653,296166,292642,15286,17541,12834,12098,4265,4508,1637,1675
R,4,2020,54,4079828,2002837,2076991,1584004,1602107,252715,288597,23798,23773,110291,127084,4439,4521,27590,30909,1606984,1627737,260906,298702,37149,38610,120139,138048,7820,8191,1682345,1760172,1296186,1319084,239754,273966,14036,15156,107492,124049,3401,3543,21476,24374,1313821,1339031,245390,281236,24187,26695,115981,133458,6227,6590,320492,316819,287818,283023,12961,14631,9762,8617,2799,3035,1038,978,6114,6535,293163,288706,15516,17466,12962,11915,4158,4590,1593,1601
R,4,2020,55,4348766,2132624,2216142,1697960,1723010,264260,302299,24787,25074,112400,129064,4644,4813,28573,31882,1721808,1749369,272455,312550,38900,40821,122606,140069,8054,8595,1810913,1895993,1408695,1436692,251453,287640,15134,16389,109542,126112,3630,3777,22459,25383,1427175,1457381,257121,295059,25975,28819,118403,135636,6488,6983,321711,320149,289265,286318,12807,14659,9653,8685,2858,2952,1014,1036,6114,6499,294633,291988,15334,17491,12925,12002,4203,4433,1566,1612
R,4,2020,56,4337877,2112976,2224901,1691056,1739288,254712,294165,23932,24626,110988,130662,4340,4588,27948,31572,1714258,1765333,262513,303959,38081,40454,120872,141562,7823,8407,1813457,1919150,1422201,1466149,242429,280161,14871,16168,108342,127819,3377,3614,22237,25239,1440464,1486711,247915,287242,25934,28832,116924,137200,6318,6810,299519,305751,268855,273139,12283,14004,9061,8458,2646,2843,963,974,5711,6333,273794,278622,14598,16717,12147,11622,3948,4362,1505,1597
R,4,2020,57,4332407,2107623,2224784,1690534,1745802,251568,291558,23549,24284,110243,127489,4215,4535,27514,31116,1713523,1771404,259021,301274,37388,40237,120075,137969,7519,8194,1820017,1929217,1431872,1481401,240021,278349,14887,16141,107670,124748,3323,3625,22244,24953,1450259,1501661,245305,285374,25957,28895,116285,133850,6160,6698,287606,295567,258662,264401,11547,13209,8662,8143,2573,2741,892,910,5270,6163,263264,269743,13716,15900,11431,11342,3790,4119,1359,1496
R,4,2020,58,4315466,2094663,2220803,1697108,1758414,244501,286934,22962,24117,98867,116576,4171,4285,27054,30477,1719657,1783384,251761,296472,36876,40097,108412,126722,7506,7845,1822058,1941514,1451919,1508708,233660,274577,14785,16314,96503,113931,3362,3406,21829,24578,1469948,1528641,238778,281509,25907,29282,104833,122691,6181,6375,272605,279289,245189,249706,10841,12357,8177,7803,2364,2645,809,879,5225,5899,249709,254743,12983,14963,10969,10815,3579,4031,1325,1470
R,4,2020,59,4358253,2106477,2251776,1707153,1784251,246261,289766,22590,23896,99558,119773,4060,4317,26855,29773,1729552,1808695,253269,298739,36577,39623,109015,129774,7268,7852,1843384,1976950,1470695,1537814,235804,277635,14581,16544,97180,117162,3278,3505,21846,24290,1488679,1557516,240852,284288,25839,29410,105513,125856,6001,6511,263093,274826,236458,246437,10457,12131,8009,7352,2378,2611,782,812,5009,5483,240873,251179,12417,14451,10738,10213,3502,3918,1267,1341
R,4,2020,60,4391625,2128880,2262745,1724366,1790420,249976,293704,22522,23927,101230,120924,4182,4166,26604,29604,1746630,1814636,256962,302821,36375,39735,110633,130600,7343,7628,1868477,1994273,1490334,1550221,239480,281617,14728,16611,98924,118388,3348,3373,21663,24063,1508318,1569645,244452,288382,25914,29521,107203,126756,6016,6294,260403,268472,234032,240199,10496,12087,7794,7316,2306,2536,834,793,4941,5541,238312,244991,12510,14439,10461,10214,3430,3844,1327,1334
R,4,2020,61,4182274,2010951,2171323,1637315,1727605,230913,275127,20274,22136,94208,115158,3679,3861,24562,27436,1657764,1750163,237288,283248,33377,37184,102668,124060,6525,6962,1781482,1926910,1431147,1508672,221451,264100,13547,15483,92168,112906,2992,3180,20177,22569,1447805,1527053,226026,270110,24297,27963,99621,120699,5410,5842,229469,244413,206168,218933,9462,11027,6727,6653,2040,2252,687,681,4385,4867,209959,223110,11262,13138,9080,9221,3047,3361,1115,1120
R,4,2020,62,4194423,2012468,2181955,1644343,1744375,226328,270844,20171,21796,93731,114139,3560,3797,24335,27004,1664559,1766439,232623,279018,33294,36678,102102,122742,6373,6846,1790527,1943075,1445009,1530053,217265,260221,13503,15490,91730,112052,2922,3088,20098,22171,1461552,1547956,221851,266316,24350,27808,99170,119545,5312,5700,221941,238880,199334,214322,9063,10623,6668,6306,2001,2087,638,709,4237,4833,203007,218483,10772,12702,8944,8870,2932,3197,1061,1146
R,4,2020,63,4058811,1937454,2121357,1585914,1695457,215356,264325,19103,20801,90848,111343,3402,3478,22831,25953,1604908,1716843,221292,271980,31680,35543,98458,119259,6003,6426,1730190,1894656,1399927,1492320,206746,254031,12830,14813,89030,109268,2760,2884,18897,21340,1415493,1509686,211060,259664,23245,27120,95805,116169,5003,5395,207264,226701,185987,203137,8610,10294,6273,5988,1818,2075,642,594,3934,4613,189415,207157,10232,12316,8435,8423,2653,3090,1000,1031
R,4,2020,64,3957735,1881429,2076306,1543021,1662096,205923,254668,18252,20395,89313,110723,3135,3523,21785,24901,1561164,1682428,211552,262070,30156,34466,96577,118551,5644,6291,1682999,1856454,1364856,1464960,197647,244840,12294,14631,87574,108672,2593,2911,18035,20440,1379736,1481459,201700,250283,22144,26358,94041,115461,4775,5255,198430,219852,178165,197136,8276,9828,5958,5764,1739,2051,542,612,3750,4461,181428,200969,9852,11787,8012,8108,2536,3090,869,1036
R,4,2020,65,3901228,1849719,2051509,1523473,1649065,197338,246070,17277,18990,87785,110508,3054,3299,20792,23577,1540742,1668292,202631,253107,28889,32358,94666,117716,5429,5976,1661348,1840602,1353491,1458589,189675,237183,12014,13909,86135,108651,2543,2736,17490,19534,1367885,1474286,193580,242468,21842,25169,92303,114982,4595,5058,188371,210907,169982,190476,7663,8887,5263,5081,1650,1857,511,563,3302,4043,172857,194006,9051,10639,7047,7189,2363,2734,834,918
R,4,2020,66,3676461,1729388,1947073,1434508,1575825,177049,227462,15762,17607,80299,101291,2689,3014,19081,21874,1450420,1593688,181814,233846,26665,30348,86406,107863,4800,5485,1560942,1754513,1282633,1402055,170044,219285,11045,12907,78927,99608,2235,2512,16058,18146,1295924,1416677,173549,224033,20340,23631,84360,105410,4084,4669,168446,192560,151875,173770,7005,8177,4717,4700,1372,1683,454,502,3023,3728,154496,177011,8265,9813,6325,6717,2046,2453,716,816
R,4,2020,67,3562290,1671843,1890447,1392703,1535650,165656,214993,14540,16632,78583,99886,2686,2898,17675,20388,1407392,1552323,170029,220827,24584,28542,84343,106031,4722,5245,1515747,1709305,1251840,1371855,159176,207315,10259,12259,77259,98284,2291,2438,14922,17154,1264123,1385729,162387,211772,18824,22446,82412,103673,4076,4473,156096,181142,140863,163795,6480,7678,4281,4373,1324,1602,395,460,2753,3234,143269,166594,7642,9055,5760,6096,1931,2358,646,772
R,4,2020,68,3410141,1596418,1813723,1338970,1480470,154277,204593,13503,15521,70877,91473,2378,2687,16413,18979,1352611,1496100,158332,210043,23159,26893,75924,96853,4282,4822,1451202,1645503,1207423,1328482,148541,197269,9683,11550,69684,90039,2014,2272,13857,15891,1218850,1341380,151542,201392,17888,21287,74214,94762,3671,4137,145216,168220,131547,151988,5736,7324,3820,3971,1193,1434,364,415,2556,3088,133761,154720,6790,8651,5271,5606,1710,2091,611,685
R,4,2020,69,3245053,1511232,1733821,1260837,1406745,149055,199384,12946,14810,70423,92465,2296,2484,15675,17933,1273884,1421337,152917,204655,22127,25494,75311,97691,4110,4559,1372518,1570477,1135267,1259005,143400,192453,9329,10886,69258,90975,1966,2121,13298,15037,1146237,1271080,146248,196463,17226,20040,73635,95535,3578,3893,138714,163344,125570,147740,5655,6931,3617,3924,1165,1490,330,363,2377,2896,127647,150257,6669,8192,4901,5454,1676,2156,532,666
R,4,2020,70,3203449,1493440,1710009,1247938,1390363,143860,192573,12628,14094,71839,93147,2363,2578,14812,17254,1260235,1404364,147537,197649,21465,24345,76295,98099,4098,4592,1361309,1553384,1128138,1248467,138563,185857,9247,10550,70785,91802,1987,2198,12589,14510,1138530,1260107,141344,189708,16828,19378,74739,96129,3519,3961,132131,156625,119800,141896,5297,6716,3381,3544,1054,1345,376,380,2223,2744,121705,144257,6193,7941,4637,4967,1556,1970,579,631
R,4,2020,71,3053544,1418238,1635306,1195389,1343248,129575,176629,11588,13035,65794,83957,2156,2382,13736,16055,1206800,1356463,132899,181204,19821,22806,69950,88423,3740,4157,1299406,1491911,1087520,1213101,124921,170627,8556,9812,64838,82732,1835,2046,11736,13593,1097195,1224178,127427,174119,15700,18322,68537,86637,3226,3597,118832,143395,107869,130147,4654,6002,3032,3223,956,1225,321,336,2000,2462,109605,132285,5472,7085,4121,4484,1413,1786,514,560
R,4,2020,72,3081767,1429411,1652356,1219404,1376129,121947,167152,10953,12369,61786,78830,1968,2129,13353,15747,1230572,1389168,125201,171584,19120,21963,65617,83183,3474,3892,1315107,1513785,1115531,1250113,117499,161467,8097,9415,60842,77661,1688,1817,11450,13312,1125029,1261013,119979,164859,15217,17732,64246,81483,3036,3366,114304,138571,103873,126016,4448,5685,2856,2954,944,1169,280,312,1903,2435,105543,128155,5222,6725,3903,4231,1371,1700,438,526
