UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,5,2020,37,4380993,2194114,2186879,1657071,1606987,288717,313670,31474,29197,161051,177303,7193,6729,48608,52993,1699090,1652683,306516,334291,48342,47582,180886,198668,12547,12348,1720818,1749557,1239057,1223967,267177,290459,16200,16380,156503,172851,5155,5042,36726,40858,1270539,1258963,279747,305604,27516,29165,173350,191064,9406,9538,473296,437322,418014,383020,21540,23211,15274,12817,4548,4452,2038,1687,11882,12135,428551,393720,26769,28687,20826,18417,7536,7604,3141,2810
R,5,2020,38,4340275,2169079,2171196,1642658,1598150,284533,311149,30391,28274,157300,175770,7142,6535,47055,51318,1683285,1642325,301664,331290,47124,46354,176280,196130,12354,11981,1703000,1735490,1231257,1215888,263184,288459,15522,15586,152746,171226,5088,4818,35203,39513,1261388,1249717,275162,303241,26644,28148,168710,188569,9194,9166,466079,435706,411401,382262,21349,22690,14869,12688,4554,4544,2054,1717,11852,11805,421897,392608,26502,28049,20480,18206,7570,7561,3160,2815
R,5,2020,39,4313546,2151297,2162249,1634373,1593639,283955,313336,30057,28514,149606,169895,7029,6176,46277,50689,1674217,1637416,300864,333390,46654,46430,168231,189707,12173,11546,1689030,1728927,1225595,1213478,263253,290548,15396,15966,145032,165466,4990,4552,34764,38917,1255272,1246857,275133,305163,26518,28434,160776,182369,9065,8885,462267,433322,408778,380161,20702,22788,14661,12548,4574,4429,2039,1624,11513,11772,418945,390559,25731,28227,20136,17996,7455,7338,3108,2661
R,5,2020,40,4367443,2188115,2179328,1660134,1602955,293034,320449,30571,28375,151706,171116,7012,6427,45658,50006,1699533,1645933,309559,340123,47397,46291,169786,190701,12159,11790,1713250,1741130,1240619,1218105,271501,297565,15420,15761,147119,166642,4866,4786,33725,38271,1269469,1250730,282855,311824,26507,28289,162188,183247,8918,9082,474865,438198,419515,384850,21533,22884,15151,12614,4587,4474,2146,1641,11933,11735,430064,395203,26704,28299,20890,18002,7598,7454,3241,2708
R,5,2020,41,4055322,2018858,2036464,1535391,1498709,266755,298152,27822,26290,141011,161506,6080,5734,41799,46073,1571347,1538290,281865,315988,43277,43094,157558,179583,10735,10582,1590528,1629652,1156243,1141727,247556,276807,14403,14536,136901,157380,4320,4192,31105,35010,1182728,1171585,258007,289563,24688,26175,150858,172701,7993,8077,428330,406812,379148,356982,19199,21345,13419,11754,4110,4126,1760,1542,10694,11063,388619,366705,23858,26425,18589,16919,6700,6882,2742,2505
R,5,2020,42,4030695,2004554,2026141,1531997,1498911,260793,291921,27677,26391,137417,158472,6055,5568,40615,44878,1566823,1537302,275265,309184,42858,43072,153626,176015,10444,10259,1572901,1614925,1149118,1136958,242019,271031,14203,14599,133289,154212,4293,4126,29979,33999,1174511,1165789,251894,283225,24264,26177,146846,169107,7747,7895,431653,411216,382879,361953,18774,20890,13474,11792,4128,4260,1762,1442,10636,10879,392312,371513,23371,25959,18594,16895,6780,6908,2697,2364
R,5,2020,43,3935616,1951872,1983744,1491793,1467161,252167,284524,27094,25686,136387,158088,5738,5487,38693,42798,1525109,1503626,265747,300790,41821,41814,151663,174937,10032,10076,1531570,1578350,1118511,1109352,234107,264158,14073,14429,132239,153983,4073,3998,28567,32430,1142798,1136719,243236,275714,23989,25676,145036,168181,7453,7672,420302,405394,373282,357809,18060,20366,13021,11257,4148,4105,1665,1489,10126,10368,382311,366907,22511,25076,17832,16138,6627,6756,2579,2404
R,5,2020,44,3861027,1915026,1946001,1461711,1439802,246532,277736,26418,25119,137826,157565,5412,5222,37127,40557,1493652,1474353,259322,292880,40651,40609,152654,173619,9513,9499,1502327,1545770,1094573,1085940,229072,257834,13588,13890,133828,153472,3883,3847,27383,30787,1117856,1111910,237596,268518,23153,24782,146309,167063,7117,7275,412699,400231,367138,353862,17460,19902,12830,11229,3998,4093,1529,1375,9744,9770,375796,362443,21726,24362,17498,15827,6345,6556,2396,2224
R,5,2020,45,3965561,1972216,1993345,1511333,1481386,251423,282425,26642,25405,141929,159862,5649,5066,35240,39201,1541318,1514670,263405,296851,40547,40566,155957,175430,9609,9103,1555739,1591525,1138718,1124158,234701,263544,13654,14199,138015,155935,4105,3746,26546,29943,1161057,1149304,242999,273731,23157,24855,150027,169313,7307,7001,416477,401820,372615,357228,16722,18881,12988,11206,3914,3927,1544,1320,8694,9258,380261,365366,20406,23120,17390,15711,5930,6117,2302,2102
R,5,2020,46,3811581,1884087,1927494,1443168,1431148,239854,273569,25395,24566,137075,155836,5088,4918,33507,37457,1471670,1462779,251086,287267,38688,39226,150500,170718,8887,8902,1494897,1543007,1094540,1088871,224393,255572,13218,13846,133573,152133,3764,3658,25409,28927,1115913,1113028,232133,265401,22465,24409,145092,164956,6853,6869,389190,384487,348628,342277,15461,17997,12177,10720,3502,3703,1324,1260,8098,8530,355757,349751,18953,21866,16223,14817,5408,5762,2034,2033
R,5,2020,47,3905188,1925675,1979513,1475747,1471464,248398,283759,25413,24905,137589,157248,5072,4891,33456,37246,1504084,1502899,259215,297184,38980,39846,151068,171938,8816,8796,1540474,1596518,1130174,1130308,233304,266105,13487,14152,134071,153462,3792,3642,25646,28849,1151654,1154362,240835,275801,23089,25030,145753,166122,6825,6830,385201,382995,345573,341156,15094,17654,11926,10753,3518,3786,1280,1249,7810,8397,352430,348537,18380,21383,15891,14816,5315,5816,1991,1966
R,5,2020,48,4074509,2012461,2062048,1558018,1549882,255239,290541,25651,24932,135400,154608,5095,4810,33058,37275,1585947,1581298,265811,303671,39483,40359,148460,169097,8799,8788,1633291,1685381,1217802,1213838,240488,273346,13889,14508,131818,151021,3762,3600,25532,29068,1239116,1238041,247943,282792,23882,25888,143134,163622,6777,6877,379170,376667,340216,336044,14751,17195,11762,10424,3582,3587,1333,1210,7526,8207,346831,343257,17868,20879,15601,14471,5326,5475,2022,1911
R,5,2020,49,4295503,2117962,2177541,1656046,1652771,264280,303896,26079,25757,132544,152080,4937,4992,34076,38045,1684902,1684798,275159,317203,40570,41878,145754,166550,8895,9215,1741403,1803242,1318014,1319339,249582,286636,14516,15150,129037,148453,3652,3734,26602,29930,1340313,1344277,257336,296348,25187,27292,140480,160945,6894,7209,376559,374299,338032,333432,14698,17260,11563,10607,3507,3627,1285,1258,7474,8115,344589,340521,17823,20855,15383,14586,5274,5605,2001,2006
R,5,2020,50,4312372,2137536,2174836,1675553,1658896,265550,298481,26090,25257,131829,150681,5249,5070,33265,36451,1703630,1689378,275989,310997,40529,41058,144525,164578,9216,9218,1757982,1805877,1334969,1329255,250711,281909,14325,15119,128301,147030,3932,3881,25744,28683,1356433,1353001,258051,291034,24892,27037,139246,158988,7199,7314,379554,368959,340584,329641,14839,16572,11765,10138,3528,3651,1317,1189,7521,7768,347197,336377,17938,19963,15637,14021,5279,5590,2017,1904
R,5,2020,51,4048806,1998164,2050642,1571954,1571237,243521,276201,24445,23708,123592,141450,4567,4686,30085,33360,1597403,1599140,252532,287354,38009,38695,134981,153895,8087,8451,1652202,1710898,1261230,1267933,229929,260814,13818,14260,120461,138161,3420,3520,23344,26210,1280772,1289608,236183,268832,23891,25620,130304,148961,6305,6650,345962,339744,310724,303304,13592,15387,10627,9448,3131,3289,1147,1166,6741,7150,316631,309532,16349,18522,14118,13075,4677,4934,1782,1801
R,5,2020,52,3983497,1964351,2019146,1546959,1546556,244611,278395,23837,23567,115693,134085,4559,4585,28692,31958,1571077,1573145,253239,289047,36992,38111,126492,145834,7862,8393,1625163,1685529,1242390,1248377,231057,263145,13417,14447,112703,130982,3392,3478,22204,25100,1260800,1269012,236993,270786,23194,25537,122036,141116,6155,6655,339188,333617,304569,298179,13554,15250,10420,9120,2990,3103,1167,1107,6488,6858,310277,304133,16246,18261,13798,12574,4456,4718,1707,1738
R,5,2020,53,3990666,1959951,2030715,1552781,1567617,242629,278782,23282,23413,108960,125348,4590,4550,27709,31005,1575951,1593357,250894,289285,36303,37874,119169,136395,7955,8147,1636059,1709255,1261416,1280244,229890,264118,13565,14700,106071,122382,3479,3453,21638,24358,1279263,1300219,235600,271668,23422,25754,114881,131895,6314,6472,323892,321460,291365,287373,12739,14664,9717,8713,2889,2966,1111,1097,6071,6647,296688,293138,15294,17617,12881,12120,4288,4500,1641,1675
R,5,2020,54,4069087,1997821,2071266,1579930,1597386,251866,287829,23751,23732,110269,126928,4437,4522,27568,30869,1602867,1622984,260063,297937,37070,38541,120130,137876,7813,8176,1677080,1754165,1291869,1314092,238880,273220,13995,15099,107471,123896,3397,3538,21468,24320,1309475,1334001,244516,280476,24138,26595,115962,133291,6221,6576,320741,317101,288061,283294,12986,14609,9756,8633,2798,3032,1040,984,6100,6549,293392,288983,15547,17461,12932,11946,4168,4585,1592,1600
R,5,2020,55,4326060,2121304,2204756,1687884,1713145,263367,301162,24700,24986,112216,128829,4651,4800,28486,31834,1711657,1739463,271550,311441,38726,40646,122410,139830,8075,8577,1799376,1884582,1398463,1426809,250531,286509,15033,16318,109358,125866,3631,3769,22360,25311,1416861,1447451,256189,293943,25771,28656,118207,135369,6497,6957,321928,320174,289421,286336,12836,14653,9667,8668,2858,2963,1020,1031,6126,6523,294796,292012,15361,17498,12955,11990,4203,4461,1578,1620
R,5,2020,56,4341059,2115491,2225568,1692503,1739078,255490,295000,24024,24681,111115,130631,4348,4598,28011,31580,1715775,1765144,263341,304794,38181,40515,121020,141560,7826,8399,1814075,1918456,1421902,1464673,243146,280904,14912,16184,108467,127813,3386,3621,22262,25261,1440193,1485251,248655,287989,25975,28850,117065,137238,6315,6810,301416,307112,270601,274405,12344,14096,9112,8497,2648,2818,962,977,5749,6319,275582,279893,14686,16805,12206,11665,3955,4322,1511,1589
R,5,2020,57,4332376,2107487,2224889,1690056,1745197,251535,291591,23589,24293,110566,128140,4202,4519,27539,31149,1713041,1770819,259016,301326,37465,40232,120391,138651,7507,8186,1819526,1929082,1431113,1480653,239964,278343,14897,16134,107987,125373,3312,3607,22253,24972,1449492,1500925,245266,285385,25976,28878,116603,134488,6153,6691,287961,295807,258943,264544,11571,13248,8692,8159,2579,2767,890,912,5286,6177,263549,269894,13750,15941,11489,11354,3788,4163,1354,1495
R,5,2020,58,4314126,2093932,2220194,1694912,1756673,245033,287241,22975,24111,99734,117302,4200,4337,27078,30530,1717505,1781700,252290,296790,36865,40069,109297,127484,7537,7925,1820025,1939261,1448559,1505426,234119,274843,14756,16268,97359,114648,3383,3450,21849,24626,1466621,1525403,239238,281783,25861,29208,105709,123453,6205,6447,273907,280933,246353,251247,10914,12398,8219,7843,2375,2654,817,887,5229,5904,250884,256297,13052,15007,11004,10861,3588,4031,1332,1478
R,5,2020,59,4356012,2105805,2250207,1707712,1783846,245585,289297,22536,23908,99037,119045,4071,4291,26864,29820,1730111,1808324,252630,298296,36524,39689,108492,129035,7285,7828,1842780,1975725,1471328,1537831,235126,277134,14552,16544,96660,116442,3279,3479,21835,24295,1489308,1557533,240183,283794,25809,29440,104976,125119,6000,6476,263025,274482,236384,246015,10459,12163,7984,7364,2377,2603,792,812,5029,5525,240803,250791,12447,14502,10715,10249,3516,3916,1285,1352
R,5,2020,60,4386626,2125560,2261066,1720730,1788121,249787,293486,22604,23949,101645,121629,4160,4198,26634,29683,1743024,1812386,256762,302645,36473,39759,111046,131363,7333,7681,1864173,1991260,1485829,1546692,239236,281371,14752,16614,99331,119077,3334,3403,21691,24103,1503827,1566134,244206,288154,25956,29513,107615,127488,6018,6339,261387,269806,234901,241429,10551,12115,7852,7335,2314,2552,826,795,4943,5580,239197,246252,12556,14491,10517,10246,3431,3875,1315,1342
R,5,2020,61,4192934,2016883,2176051,1641578,1730678,232022,276471,20440,22262,94424,115185,3722,3875,24697,27580,1662144,1753367,238424,284653,33609,37360,102965,124130,6572,6993,1784996,1929711,1433208,1510020,222525,265376,13608,15551,92354,112900,3024,3189,20277,22675,1449959,1528494,227123,271429,24393,28066,99874,120729,5448,5868,231887,246340,208370,220658,9497,11095,6832,6711,2070,2285,698,686,4420,4905,212185,224873,11301,13224,9216,9294,3091,3401,1124,1125
R,5,2020,62,4187960,2009334,2178626,1641394,1741204,225906,270338,20078,21798,94097,114474,3565,3802,24294,27010,1661591,1763290,232190,278500,33159,36673,102458,123108,6371,6835,1787779,1940088,1442406,1527271,216811,259679,13480,15487,92109,112379,2919,3094,20054,22178,1458924,1545203,221378,265756,24286,27794,99542,119902,5301,5690,221555,238538,198988,213933,9095,10659,6598,6311,1988,2095,646,708,4240,4832,202667,218087,10812,12744,8873,8879,2916,3206,1070,1145
R,5,2020,63,4077292,1946646,2130646,1593759,1703435,216324,265263,19251,20910,90924,111492,3432,3518,22956,26028,1612842,1724862,222306,272958,31878,35695,98596,119428,6045,6475,1738162,1902713,1406656,1499166,207688,254934,12919,14871,89090,109431,2798,2904,19011,21407,1422304,1516572,212043,260615,23379,27214,95932,116342,5056,5422,208484,227933,187103,204269,8636,10329,6332,6039,1834,2061,634,614,3945,4621,190538,208290,10263,12343,8499,8481,2664,3086,989,1053
R,5,2020,64,3955774,1880484,2075290,1541902,1660858,205935,254805,18247,20367,89408,110789,3148,3500,21844,24971,1560108,1681266,211569,262223,30178,34493,96686,118606,5672,6270,1681823,1855287,1363566,1463573,197682,244957,12267,14633,87654,108727,2596,2902,18058,20495,1378475,1480137,201728,250413,22129,26410,94125,115505,4781,5243,198661,220003,178336,197285,8253,9848,5980,5734,1754,2062,552,598,3786,4476,181633,201129,9841,11810,8049,8083,2561,3101,891,1027
R,5,2020,65,3902113,1850000,2052113,1523143,1649031,197679,246398,17362,19087,87868,110604,3050,3314,20898,23679,1540477,1668346,203017,253448,29015,32468,94783,117908,5458,6010,1660706,1840370,1352419,1457940,189950,237428,12034,13927,86218,108733,2535,2747,17550,19595,1366847,1473689,193886,242704,21878,25176,92406,115144,4615,5081,189294,211743,170724,191091,7729,8970,5328,5160,1650,1871,515,567,3348,4084,173630,194657,9131,10744,7137,7292,2377,2764,843,929
R,5,2020,66,3693479,1737968,1955511,1440849,1581640,178498,229008,15827,17734,80917,102119,2720,3049,19157,21961,1456842,1599561,183301,235441,26765,30507,87056,108697,4826,5544,1568312,1761661,1287865,1406692,171425,220795,11090,13001,79541,100418,2267,2536,16124,18219,1301224,1421365,174951,225585,20411,23757,85007,106219,4114,4709,169656,193850,152984,174948,7073,8213,4737,4733,1376,1701,453,513,3033,3742,155618,178196,8350,9856,6354,6750,2049,2478,712,835
R,5,2020,67,3565003,1673063,1891940,1393421,1536679,166013,215460,14652,16664,78519,99683,2678,2900,17780,20554,1408208,1553498,170398,221356,24761,28666,84300,105879,4712,5254,1516019,1710053,1251721,1372222,159523,207740,10329,12291,77174,98092,2276,2438,14996,17270,1264081,1386191,162735,212234,18944,22539,82342,103528,4054,4483,157044,181887,141700,164457,6490,7720,4323,4373,1345,1591,402,462,2784,3284,144127,167307,7663,9122,5817,6127,1958,2351,658,771
R,5,2020,68,3411736,1597205,1814531,1338734,1480236,154335,204568,13510,15552,71734,92475,2421,2712,16471,18988,1352419,1495854,158414,210007,23153,26902,76842,97904,4342,4859,1451666,1645659,1206962,1327638,148544,197248,9673,11553,70528,91026,2051,2295,13908,15899,1218426,1340534,151562,201355,17870,21270,75110,95793,3720,4158,145539,168872,131772,152598,5791,7320,3837,3999,1206,1449,370,417,2563,3089,133993,155320,6852,8652,5283,5632,1732,2111,622,701
R,5,2020,69,3261195,1518856,1742339,1268406,1414876,149394,200029,12980,14855,70104,92076,2294,2500,15678,18003,1281455,1429541,153260,205330,22188,25601,74966,97274,4102,4571,1379693,1578806,1142392,1267015,143742,193081,9356,10913,68945,90582,1966,2132,13292,15083,1153355,1279138,146597,197111,17267,20116,73297,95112,3572,3903,139163,163533,126014,147861,5652,6948,3624,3942,1159,1494,328,368,2386,2920,128100,150403,6663,8219,4921,5485,1669,2162,530,668
R,5,2020,70,3201835,1492152,1709683,1246041,1389254,144091,192968,12638,14149,72092,93428,2354,2560,14936,17324,1258436,1403314,147805,198063,21540,24417,76604,98448,4094,4589,1359646,1552310,1125932,1246714,138754,186197,9245,10594,71037,92064,1979,2187,12699,14554,1136406,1258391,141558,190058,16881,19423,75051,96446,3522,3960,132506,157373,120109,142540,5337,6771,3393,3555,1055,1364,375,373,2237,2770,122030,144923,6247,8005,4659,4994,1553,2002,572,629
R,5,2020,71,3062352,1422067,1640285,1198281,1346809,130190,177299,11653,13108,65971,84527,2175,2395,13797,16147,1209752,1360095,133516,181908,19920,22922,70146,89017,3774,4188,1302409,1496169,1089666,1216010,125504,171262,8585,9860,65000,83310,1852,2054,11802,13673,1099407,1227154,128008,174777,15769,18406,68719,87239,3257,3619,119658,144116,108615,130799,4686,6037,3068,3248,971,1217,323,341,1995,2474,110345,132941,5508,7131,4151,4516,1427,1778,517,569
R,5,2020,72,3061654,1419719,1641935,1209270,1364938,122132,167473,10946,12407,62104,79245,1970,2155,13297,15717,1220386,1377943,125366,171882,19048,21969,65948,83599,3478,3919,1305206,1503107,1105195,1238716,117667,161776,8101,9422,61170,78069,1686,1840,11387,13284,1114630,1249581,120135,165146,15149,17711,64585,81894,3036,3390,114513,138828,104075,126222,4465,5697,2845,2985,934,1176,284,315,1910,2433,105756,128362,5231,6736,3899,4258,1363,1705,442,529
R,5,2020,73,3027225,1399877,1627348,1206987,1371161,110970,153495,10544,11890,56799,73741,1797,1883,12780,15178,1217788,1383826,113949,157642,18495,21307,60335,77818,3251,3534,1294731,1496969,1111171,1252439,107035,148175,7918,9132,56028,72642,1545,1603,11034,12978,1120450,1263160,109325,151398,14937,17360,59148,76252,2823,3071,105146,130379,95816,118722,3935,5320,2626,2758,771,1099,252,280,1746,2200,97338,120666,4624,6244,3558,3947,1187,1566,428,463
R,5,2020,74,2252871,1031647,1221224,874939,1010650,88594,125908,8071,9403,48643,61734,1634,1720,9766,11809,883086,1020401,90945,129157,13861,16322,51588,65194,2848,3133,941162,1105901,792470,905611,85088,121101,5887,7000,47970,60818,1415,1488,8332,9883,799385,913685,86842,123529,10908,12905,50592,63836,2474,2747,90485,115323,82469,105039,3506,4807,2184,2403,673,916,219,232,1434,1926,83701,106716,4103,5628,2953,3417,996,1358,374,386
R,5,2020,75,2225095,1011948,1213147,861245,1007236,85512,123613,7689,9136,46625,59981,1416,1636,9461,11545,869195,1016808,87737,126792,13338,15988,49376,63296,2635,3015,927130,1104464,783789,907986,82360,119275,5723,6900,45935,59108,1220,1397,8103,9798,790529,916042,84029,121683,10655,12855,48388,62021,2313,2621,84818,108683,77456,99250,3152,4338,1966,2236,690,873,196,239,1358,1747,78666,100766,3708,5109,2683,3133,988,1275,322,394
R,5,2020,76,2143725,967856,1175869,831328,987802,77611,113857,6998,8403,42151,53606,1287,1363,8481,10838,838484,996792,79492,116834,12157,14952,44599,56570,2351,2677,892379,1075637,762340,896058,74700,110009,5260,6411,41600,52796,1123,1187,7356,9176,768520,903607,76154,112273,9824,12096,43776,55390,2067,2352,75477,100232,68988,91744,2911,3848,1738,1992,551,810,164,176,1125,1662,69964,93185,3338,4561,2333,2856,823,1180,284,325
R,5,2020,77,2128957,955123,1173834,826521,993885,73194,110508,6449,7902,39751,49996,1118,1299,8090,10244,833354,1002438,75072,113276,11470,14233,41945,52728,2077,2439,885366,1078097,762680,906469,70489,106576,4968,5971,39216,49283,989,1101,7024,8697,768612,913688,71916,108642,9445,11527,41157,51664,1830,2112,69757,95737,63841,87416,2705,3932,1481,1931,535,713,129,198,1066,1547,64742,88750,3156,4634,2025,2706,788,1064,247,327
R,5,2020,78,1827374,811011,1016363,697343,854457,63562,97813,5721,6880,36336,47101,990,1160,7059,8952,703245,861931,65198,100198,10035,12335,38371,49553,1821,2148,748937,931589,640487,776593,61179,94659,4409,5241,35875,46455,859,969,6128,7672,645583,782946,62442,96498,8238,10022,37684,48612,1598,1859,62074,84774,56856,77864,2383,3154,1312,1639,461,646,131,191,931,1280,57662,78985,2756,3700,1797,2313,687,941,223,289
R,5,2020,79,1641354,719432,921922,616324,772669,57039,90484,5113,6334,33766,43331,911,1040,6279,8064,621599,779350,58441,92651,8928,11182,35621,45633,1682,1994,662091,842194,563716,699414,54878,87386,3919,4912,33349,42728,806,881,5423,6873,568255,705070,55929,89044,7290,9144,34993,44745,1486,1722,57341,79728,52608,73255,2161,3098,1194,1422,417,603,105,159,856,1191,53344,74280,2512,3607,1638,2038,628,888,196,272
R,5,2020,80,1522795,662169,860626,565091,718716,53439,86008,4695,5951,32205,41178,859,1067,5880,7706,570052,725130,54762,88127,8133,10526,34018,43335,1568,1983,608041,784536,515493,648934,51371,83025,3566,4563,31780,40604,736,879,5095,6531,519773,654330,52371,84614,6596,8533,33413,42499,1376,1679,54128,76090,49598,69782,2068,2983,1129,1388,425,574,123,188,785,1175,50279,70800,2391,3513,1537,1993,605,836,192,304
R,5,2020,81,1403033,605867,797166,520898,671829,46683,76121,4032,5288,28486,36233,702,942,5066,6753,525194,677477,47846,77888,7076,9335,29990,38154,1284,1744,557459,727826,476434,608110,44823,73383,3072,4068,28139,35726,602,798,4389,5741,480128,612895,45707,74707,5753,7602,29486,37404,1134,1489,48408,69340,44464,63719,1860,2738,960,1220,347,507,100,144,677,1012,45066,64582,2139,3181,1323,1733,504,750,150,255
R,5,2020,82,1300398,553179,747219,475469,629291,42408,71634,3698,4938,26245,34367,662,886,4697,6103,479430,634367,43505,73307,6494,8470,27659,36124,1199,1613,508814,682467,434659,569870,40781,69050,2833,3784,25935,33898,556,724,4050,5141,438056,574107,41609,70315,5297,6840,27192,35432,1025,1358,44365,64752,40810,59421,1627,2584,865,1154,310,469,106,162,647,962,41374,60260,1896,2992,1197,1630,467,692,174,255
R,5,2020,83,1162168,486311,675857,418051,569392,36980,64567,3163,4333,23456,31214,592,741,4069,5610,421533,574085,37898,66072,5519,7616,24724,32824,1052,1410,446418,616818,381311,515001,35444,62330,2433,3288,23182,30764,515,626,3533,4809,384322,518993,36130,63481,4531,6172,24323,32194,924,1220,39893,59039,36740,54391,1536,2237,730,1045,274,450,77,115,536,801,37211,55092,1768,2591,988,1444,401,630,128,190
R,5,2020,84,1075760,442456,633304,380656,533095,34019,61470,2831,4046,20802,28850,511,677,3637,5166,383701,537381,34855,62890,4918,7078,21961,30320,976,1256,405976,578234,346988,482369,32656,59383,2170,3085,20560,28454,446,568,3156,4375,349623,485972,33278,60464,4015,5709,21604,29737,857,1085,36480,55070,33668,50726,1363,2087,661,961,242,396,65,109,481,791,34078,51409,1577,2426,903,1369,357,583,119,171
R,5,2020,85,986076,398220,587856,343473,496588,29996,56005,2522,3679,18524,26219,468,602,3237,4763,346237,500545,30702,57268,4382,6447,19519,27633,884,1157,365409,536862,313093,449536,28838,54110,1931,2768,18297,25846,414,509,2836,4093,315506,452913,29389,55080,3597,5202,19177,27101,791,998,32811,50994,30380,47052,1158,1895,591,911,227,373,54,93,401,670,30731,47632,1313,2188,785,1245,342,532,93,159
R,5,2020,86,844400,334393,510007,288474,430325,24928,48618,2049,3050,15764,23296,425,551,2753,4167,290825,433826,25542,49724,3597,5442,16659,24546,756,1045,306732,466023,262841,389709,23980,46973,1551,2305,15583,22978,367,478,2410,3580,264896,392704,24454,47819,2934,4414,16385,24087,664,911,27661,43984,25633,40616,948,1645,498,745,181,318,58,73,343,587,25929,41122,1088,1905,663,1028,274,459,92,134
R,5,2020,87,780970,301981,478989,261136,405085,22173,44885,1815,2833,14129,21979,355,463,2373,3744,263144,408201,22709,45897,3128,4989,14921,23065,653,941,278019,439057,238922,368153,21326,43408,1402,2175,13961,21700,312,400,2096,3221,240687,370816,21752,44198,2571,4083,14682,22650,582,827,23962,39932,22214,36932,847,1477,413,658,168,279,43,63,277,523,22457,37385,957,1699,557,906,239,415,71,114
R,5,2020,88,701933,266271,435662,232481,372293,17977,38096,1500,2439,11983,19051,298,403,2032,3380,234226,375131,18442,38991,2627,4396,12646,20012,558,803,244728,399796,212382,339044,17325,36825,1133,1849,11839,18826,260,356,1789,2896,213914,341454,17690,37523,2136,3555,12441,19686,490,706,21543,35866,20099,33249,652,1271,367,590,144,225,38,47,243,484,20312,33677,752,1468,491,841,205,326,68,97
R,5,2020,89,631255,232710,398545,203528,341242,15282,33897,1266,2182,10533,17843,275,382,1826,2999,205077,343755,15683,34720,2279,3893,11152,18720,508,744,213701,365819,185815,310905,14686,32772,939,1617,10432,17632,245,323,1584,2570,187157,313043,14998,33402,1822,3116,10986,18397,451,649,19009,32726,17713,30337,596,1125,327,565,101,211,30,59,242,429,17920,30712,685,1318,457,777,166,323,57,95
R,5,2020,90,557098,200024,357074,174526,305396,13305,30764,1181,1904,9268,16028,236,341,1508,2641,175809,307592,13658,31486,2041,3424,9737,16790,419,655,183430,328034,159072,278409,12764,29776,889,1441,9180,15844,208,293,1317,2271,160191,280293,13041,30329,1649,2781,9597,16516,371,567,16594,29040,15454,26987,541,988,292,463,88,184,28,48,191,370,15618,27299,617,1157,392,643,140,274,48,88
R,5,2020,91,464653,162085,302568,141950,259727,10399,25537,887,1483,7406,13257,177,300,1266,2264,143012,261617,10689,26171,1604,2783,7805,13900,346,574,149036,278846,129784,237743,9989,24679,673,1101,7329,13105,157,263,1104,1955,130703,239357,10216,25179,1313,2254,7687,13675,304,507,13049,23722,12166,21984,410,858,214,382,77,152,20,37,162,309,12309,22260,473,992,291,529,118,225,42,67
R,5,2020,92,399914,134938,264976,118189,227995,8505,21960,718,1324,6345,11501,133,239,1048,1957,119084,229633,8726,22476,1297,2456,6698,12050,270,495,124399,245136,108330,209602,8195,21255,542,1000,6288,11372,118,201,926,1706,109119,211016,8375,21664,1056,2011,6610,11859,242,427,10539,19840,9859,18393,310,705,176,324,57,129,15,38,122,251,9965,18617,351,812,241,445,88,191,28,68
R,5,2020,93,329827,108041,221786,94338,190878,6917,18238,570,1122,5248,9740,107,187,861,1621,95064,192244,7131,18688,1067,2053,5511,10185,204,380,99740,205636,86571,175940,6668,17630,452,851,5203,9634,95,161,751,1420,87203,177132,6836,17991,893,1687,5437,10034,179,330,8301,16150,7767,14938,249,608,118,271,45,106,12,26,110,201,7861,15112,295,697,174,366,74,151,25,50
R,5,2020,94,264936,83232,181704,72504,156013,5336,15145,435,877,4235,8161,70,163,652,1345,73057,157131,5497,15523,793,1640,4439,8542,154,328,76804,168682,66509,143934,5142,14687,323,665,4199,8072,61,142,570,1182,66992,144918,5267,14991,642,1348,4380,8409,134,288,6428,13022,5995,12079,194,458,112,212,36,89,9,21,82,163,6065,12213,230,532,151,292,59,133,20,40
